@RELATION caltech101

@ATTRIBUTE	quantCol0	NUMERIC
@ATTRIBUTE	quantCol1	NUMERIC
@ATTRIBUTE	quantCol2	NUMERIC
@ATTRIBUTE	quantCol3	NUMERIC
@ATTRIBUTE	quantCol4	NUMERIC
@ATTRIBUTE	quantCol5	NUMERIC
@ATTRIBUTE	quantCol6	NUMERIC
@ATTRIBUTE	quantCol7	NUMERIC
@ATTRIBUTE	quantCol8	NUMERIC
@ATTRIBUTE	quantCol9	NUMERIC
@ATTRIBUTE	quantCol10	NUMERIC
@ATTRIBUTE	quantCol11	NUMERIC
@ATTRIBUTE	quantCol12	NUMERIC
@ATTRIBUTE	quantCol13	NUMERIC
@ATTRIBUTE	quantCol14	NUMERIC
@ATTRIBUTE	quantCol15	NUMERIC
@ATTRIBUTE	quantCol16	NUMERIC
@ATTRIBUTE	quantCol17	NUMERIC
@ATTRIBUTE	quantCol18	NUMERIC
@ATTRIBUTE	quantCol19	NUMERIC
@ATTRIBUTE	quantCol20	NUMERIC
@ATTRIBUTE	quantCol21	NUMERIC
@ATTRIBUTE	quantCol22	NUMERIC
@ATTRIBUTE	quantCol23	NUMERIC
@ATTRIBUTE	quantCol24	NUMERIC
@ATTRIBUTE	quantCol25	NUMERIC
@ATTRIBUTE	quantCol26	NUMERIC
@ATTRIBUTE	quantCol27	NUMERIC
@ATTRIBUTE	quantCol28	NUMERIC
@ATTRIBUTE	quantCol29	NUMERIC
@ATTRIBUTE	quantCol30	NUMERIC
@ATTRIBUTE	quantCol31	NUMERIC
@ATTRIBUTE	quantCol32	NUMERIC
@ATTRIBUTE	quantCol33	NUMERIC
@ATTRIBUTE	quantCol34	NUMERIC
@ATTRIBUTE	quantCol35	NUMERIC
@ATTRIBUTE	quantCol36	NUMERIC
@ATTRIBUTE	quantCol37	NUMERIC
@ATTRIBUTE	quantCol38	NUMERIC
@ATTRIBUTE	quantCol39	NUMERIC
@ATTRIBUTE	quantCol40	NUMERIC
@ATTRIBUTE	quantCol41	NUMERIC
@ATTRIBUTE	quantCol42	NUMERIC
@ATTRIBUTE	quantCol43	NUMERIC
@ATTRIBUTE	quantCol44	NUMERIC
@ATTRIBUTE	quantCol45	NUMERIC
@ATTRIBUTE	quantCol46	NUMERIC
@ATTRIBUTE	quantCol47	NUMERIC
@ATTRIBUTE	quantCol48	NUMERIC
@ATTRIBUTE	quantCol49	NUMERIC
@ATTRIBUTE	quantCol50	NUMERIC
@ATTRIBUTE	quantCol51	NUMERIC
@ATTRIBUTE	quantCol52	NUMERIC
@ATTRIBUTE	quantCol53	NUMERIC
@ATTRIBUTE	quantCol54	NUMERIC
@ATTRIBUTE	quantCol55	NUMERIC
@ATTRIBUTE	quantCol56	NUMERIC
@ATTRIBUTE	quantCol57	NUMERIC
@ATTRIBUTE	quantCol58	NUMERIC
@ATTRIBUTE	quantCol59	NUMERIC
@ATTRIBUTE	quantCol60	NUMERIC
@ATTRIBUTE	quantCol61	NUMERIC
@ATTRIBUTE	quantCol62	NUMERIC
@ATTRIBUTE	quantCol63	NUMERIC
@ATTRIBUTE	class	{binocular,lobster,starfish,scorpion,wild_cat,sea_horse,nautilus,grand_piano,stop_sign,stapler,tick,cougar_body,inline_skate,strawberry,headphone,emu,ewer,ceiling_fan,watch,camera,schooner,helicopter,cellphone,cup,buddha,barrel,windsor_chair,dolphin,rhino,brontosaurus,chair,stegosaurus,Leopards,panda,revolver,water_lilly,okapi,menorah,anchor,metronome,euphonium,bonsai,bass,elephant,cannon,kangaroo,mayfly,joshua_tree,crayfish,pyramid,car_side,wheelchair,dalmatian,rooster,dollar_bill,airplanes,flamingo_head,crab,lamp,gramophone,snoopy,hedgehog,mandolin,soccer_ball,laptop,beaver,garfield,ibis,flamingo,platypus,scissors,minaret,yin_yang,crocodile_head,Faces,hawksbill,Motorbikes,accordion,sunflower,pagoda,ferry,dragonfly,trilobite,octopus,crocodile,brain,Faces_easy,electric_guitar,gerenuk,saxophone,ant,umbrella,butterfly,ketch,wrench,chandelier,cougar_face,pigeon,pizza,llama,lotus}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,255,0,0,0,0,0,0,0,0,0,0,0,0,151,104,40,0,0,0,0,0,3,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,8,68,0,0,0,0,0,0,0,141,0,0,0,0,0,0,10,57,140,143,34,107,42,11,62,152,201,163,0,48,97,78,26,74,96,100,24,57,43,52,49,86,118,108,17,67,120,101,0,55,78,57,47,56,57,69,dolphin
0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,109,100,125,67,9,0,0,0,0,0,0,0,0,0,0,0,162,186,106,53,102,104,47,6,0,0,0,0,0,0,0,0,28,4,6,7,24,10,13,10,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,174,173,0,13,0,0,0,0,0,0,0,0,0,0,0,0,49,134,186,138,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,43,255,161,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,158,215,40,12,10,3,12,3,0,0,0,0,0,0,92,85,140,255,117,125,130,120,81,34,26,46,25,0,3,11,187,76,32,21,18,39,62,202,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,202,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,166,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,23,0,0,0,22,0,0,0,0,0,0,0,dolphin
0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,255,51,0,0,0,0,0,0,0,0,0,0,0,0,15,20,58,71,16,40,0,0,35,32,0,0,26,30,0,5,26,67,0,23,5,55,0,0,29,41,0,0,0,26,24,50,55,122,dolphin
0,0,0,0,185,11,2,0,0,0,3,2,3,0,0,0,169,85,15,5,5,3,0,0,1,4,6,2,13,26,54,25,70,118,133,84,0,0,1,0,4,6,18,16,34,51,128,97,56,86,107,58,3,1,2,1,0,54,22,9,35,40,57,50,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,77,108,79,0,0,0,0,33,214,160,0,22,34,3,3,50,83,61,5,2,2,2,0,107,136,75,0,108,80,36,0,88,27,19,56,55,5,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,92,255,20,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,76,4,2,0,0,0,0,13,47,49,16,0,0,0,0,110,109,135,90,17,66,50,3,16,95,86,34,0,0,0,1,142,93,99,54,108,159,115,38,11,13,33,29,59,81,89,15,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,4,16,194,228,0,0,0,0,0,0,0,0,22,19,0,11,28,27,92,124,127,160,0,0,0,0,0,10,32,34,0,19,36,52,11,42,62,106,0,4,9,16,1,0,0,16,24,46,48,80,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,71,101,30,0,0,0,0,0,0,0,0,0,0,3,0,255,255,201,176,16,17,4,0,7,0,14,6,3,0,0,0,134,81,65,112,72,28,32,22,45,34,0,0,11,37,44,13,dolphin
0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,18,0,0,0,0,35,0,109,102,7,0,0,3,3,0,124,113,48,7,36,44,1,0,83,121,7,0,29,50,4,0,183,197,25,0,73,81,3,0,17,171,255,184,40,0,0,0,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,190,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,181,98,109,95,0,0,0,0,0,0,0,0,0,0,181,199,90,37,49,36,18,4,3,0,0,0,0,0,0,0,74,26,7,9,59,5,0,0,0,35,5,0,0,1,0,0,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
25,0,0,0,99,0,0,33,29,3,0,0,0,0,46,65,196,255,0,0,0,0,39,8,32,9,3,0,88,104,121,112,140,159,177,139,26,3,5,0,33,6,0,7,83,44,36,67,100,54,41,71,33,3,3,3,79,34,18,8,10,16,17,55,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,112,0,0,0,0,0,0,0,0,0,0,0,0,0,6,255,255,242,170,0,0,0,0,0,0,0,0,3,0,3,41,58,30,41,82,0,0,0,0,0,0,0,0,3,0,3,24,dolphin
0,0,0,0,255,99,0,0,0,0,0,0,0,0,0,8,230,141,177,5,0,0,0,0,0,0,0,0,0,0,2,29,2,12,28,61,0,0,0,0,0,0,0,12,0,0,0,28,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,24,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,3,0,0,0,0,0,0,0,0,79,33,23,29,124,77,56,73,11,3,0,17,27,10,4,22,188,105,50,46,32,40,57,255,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,125,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,72,153,5,9,0,0,0,0,0,2,5,3,0,0,0,14,58,92,85,113,0,3,53,33,0,52,8,5,0,13,3,10,69,132,89,95,14,121,118,65,0,27,119,72,20,9,22,56,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,139,0,0,0,0,0,0,0,0,0,0,0,0,12,25,34,182,100,40,82,70,1,0,0,0,0,0,0,26,69,86,0,81,101,70,4,26,3,2,0,0,20,32,9,6,3,14,dolphin
0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,209,90,53,27,0,0,0,0,80,101,77,31,0,0,0,0,203,226,86,25,0,0,0,0,103,120,112,63,5,3,0,3,151,151,78,52,77,82,86,51,109,132,130,79,88,76,76,88,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,43,53,78,0,0,0,0,0,3,3,0,0,0,0,0,136,204,130,83,0,31,3,0,34,48,8,7,10,0,0,10,78,76,37,87,64,106,27,12,137,83,62,37,37,18,33,123,dolphin
4,73,0,0,7,0,0,0,10,8,56,94,8,8,76,11,170,91,0,0,0,0,0,5,51,53,53,51,119,136,126,61,100,126,162,237,0,0,6,0,12,5,6,22,30,27,21,62,5,5,10,101,0,4,2,0,0,0,0,0,0,0,0,51,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,99,0,0,0,0,0,0,0,0,0,0,7,11,0,0,121,174,120,35,0,0,0,0,4,0,0,0,57,62,15,5,191,138,56,23,9,0,0,0,40,123,78,25,12,12,7,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,255,255,255,255,166,142,123,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,86,0,0,0,0,0,0,0,0,0,0,28,58,48,27,57,149,255,238,0,0,0,0,5,3,0,0,47,69,47,39,82,137,74,70,4,5,0,0,58,10,22,31,11,4,0,0,dolphin
76,0,0,0,0,0,0,0,47,152,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72,67,99,108,0,0,0,0,0,45,129,0,22,6,3,3,110,49,66,28,0,0,0,0,14,14,93,0,81,17,58,4,82,72,37,37,50,93,3,0,dolphin
0,0,0,5,255,0,0,0,0,0,0,0,0,0,0,35,19,77,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,237,204,0,0,0,0,0,0,0,0,0,0,47,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,40,0,68,97,11,0,0,0,0,0,3,7,26,0,18,57,58,0,90,169,77,0,3,45,8,0,0,0,67,88,116,126,255,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,0,0,56,10,0,0,62,13,0,0,0,0,0,0,149,152,0,0,185,111,0,0,149,55,0,0,31,7,0,0,136,255,172,36,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,91,179,33,74,112,12,0,60,138,43,3,0,0,0,0,3,102,111,2,55,164,67,0,21,77,36,1,0,0,0,0,0,0,7,73,57,0,0,0,dolphin
0,0,0,0,255,103,0,0,0,0,0,0,0,0,0,3,72,39,48,0,0,0,0,0,0,0,0,0,0,0,0,13,71,1,0,14,1,0,0,0,33,0,0,3,26,0,0,8,49,0,0,4,40,0,0,0,61,0,0,0,0,0,0,0,dolphin
0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,75,133,0,0,0,0,0,0,41,45,14,9,5,0,0,0,117,86,103,76,45,50,26,5,61,53,9,8,8,0,0,0,107,72,62,30,131,94,50,19,9,108,18,22,12,6,0,0,dolphin
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,70,77,7,0,0,0,94,0,0,0,0,0,8,0,43,131,100,58,143,89,30,3,132,109,21,0,3,57,37,0,108,104,185,171,91,78,40,1,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,255,219,0,0,0,0,0,0,2,5,28,10,42,68,70,18,48,70,70,51,0,0,0,0,3,21,49,28,21,66,85,39,0,11,26,4,0,0,0,0,0,0,0,6,46,22,3,1,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,79,0,0,0,0,0,46,0,0,0,40,1,0,0,52,128,99,19,13,49,255,26,95,66,189,0,111,97,5,0,77,71,88,77,117,78,8,5,dolphin
0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,128,71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,20,0,0,0,11,0,0,0,29,0,0,0,0,0,0,0,dolphin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,168,0,0,0,0,0,0,5,35,36,43,0,0,0,0,74,108,156,53,6,3,0,0,59,88,82,88,3,7,3,18,96,56,79,54,110,80,20,27,143,59,49,51,43,64,69,95,dolphin
27,0,0,0,0,0,0,0,27,59,3,46,0,0,5,10,7,65,0,30,0,0,0,0,50,102,144,121,65,143,180,152,84,156,132,82,0,0,0,0,78,135,114,52,115,196,123,71,112,171,91,42,27,19,41,0,79,96,142,127,79,44,9,13,rhino
0,0,0,0,0,0,0,0,48,85,192,97,45,0,0,0,0,0,0,0,0,0,0,0,192,255,130,11,25,62,2,0,18,0,0,0,3,0,0,0,103,90,0,0,11,6,0,0,38,0,0,0,66,26,0,0,5,65,8,0,0,0,0,0,rhino
0,0,0,0,0,0,0,0,60,90,51,55,6,0,0,0,0,0,0,0,0,0,0,0,118,243,227,153,79,135,104,8,6,5,0,0,28,5,0,0,57,75,10,17,55,58,8,1,42,14,0,0,39,16,0,0,0,51,12,0,0,0,0,0,rhino
0,0,0,0,160,57,0,0,0,0,0,0,0,0,0,0,91,60,113,39,0,0,0,0,0,0,0,0,0,0,0,0,40,116,169,137,0,0,0,0,0,0,3,1,0,0,0,1,0,7,114,142,0,0,0,4,0,0,0,0,5,13,13,4,rhino
0,0,0,0,0,0,0,0,62,49,12,7,0,0,0,0,0,0,0,0,0,0,0,0,131,190,76,3,0,30,58,6,0,0,0,0,0,0,0,0,156,199,57,4,41,112,126,87,3,3,6,3,1,1,0,0,6,51,52,37,39,9,7,0,rhino
0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,172,255,94,5,59,114,61,16,0,0,0,0,0,0,0,0,163,102,14,2,57,53,61,48,7,2,14,29,13,3,0,0,106,52,2,0,1,4,4,9,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,133,122,56,0,0,0,0,0,0,0,0,0,0,0,0,191,245,200,130,0,0,0,0,0,0,0,0,60,57,28,6,28,64,108,133,108,96,85,41,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,139,63,50,0,0,0,0,7,10,1,0,33,23,2,0,179,118,128,88,25,0,5,6,88,98,63,22,107,105,92,46,144,130,74,136,107,141,69,31,rhino
3,34,0,0,0,0,0,0,101,89,114,150,0,0,0,0,0,0,0,0,0,0,0,0,211,221,160,176,0,2,0,0,0,5,0,0,18,5,0,0,80,95,48,103,29,50,5,55,33,47,3,58,45,4,4,11,48,41,42,74,5,3,22,124,rhino
0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,125,196,151,24,4,4,0,0,104,48,7,0,6,6,3,0,161,220,122,30,56,50,0,0,178,150,60,13,125,112,78,46,109,199,199,178,81,15,5,3,rhino
0,0,0,0,0,0,0,0,105,102,87,127,0,0,0,0,0,0,0,0,0,0,0,0,199,238,223,150,0,0,0,0,0,0,0,0,0,0,0,0,164,74,60,106,17,8,3,30,56,10,0,11,58,4,0,4,142,98,26,12,3,7,13,61,rhino
83,0,0,0,0,0,0,0,255,205,17,16,0,0,0,0,0,0,0,0,0,0,15,0,159,115,53,20,1,0,0,0,0,0,0,0,73,0,0,0,45,0,0,0,3,0,0,0,5,0,0,0,46,0,0,0,23,0,0,0,0,0,0,0,rhino
108,11,0,0,0,0,0,0,239,237,3,39,0,0,0,0,0,0,0,0,0,0,0,0,199,238,195,101,0,0,0,0,35,46,0,0,118,128,28,3,146,117,55,11,20,3,0,0,89,63,11,0,158,156,59,7,254,86,65,41,22,14,10,11,rhino
70,0,0,0,0,0,0,0,69,74,0,18,0,0,0,0,0,0,0,0,0,0,0,0,50,43,42,93,0,0,0,0,9,3,0,0,5,3,0,3,79,84,85,77,17,16,12,16,100,81,68,75,140,135,135,109,255,255,255,255,255,252,255,255,rhino
0,0,0,0,0,0,0,0,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,149,255,158,0,0,0,0,0,0,0,0,0,0,0,0,113,96,72,0,0,15,19,0,0,8,6,0,5,0,3,0,0,0,3,91,94,0,0,0,rhino
202,0,0,0,0,0,0,0,255,133,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,102,47,0,0,0,0,0,0,0,0,0,42,43,23,0,15,51,62,0,0,0,26,0,2,2,35,0,27,46,53,0,0,23,13,34,149,2,0,0,rhino
0,0,0,0,0,0,0,0,27,66,1,55,0,0,0,0,0,0,0,0,0,0,0,0,129,142,157,149,44,47,36,7,35,50,28,0,6,0,0,0,245,128,94,56,56,65,57,12,72,109,69,8,87,49,32,9,86,148,102,81,74,65,49,25,rhino
0,0,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,72,68,91,210,0,0,0,0,0,10,58,86,0,0,0,0,160,145,86,66,27,69,64,61,30,81,136,97,66,6,8,3,154,168,177,188,177,102,48,17,rhino
0,0,0,0,0,0,0,0,47,28,26,19,0,0,0,0,0,0,0,0,0,0,0,0,97,175,144,8,3,0,13,1,4,39,65,0,0,0,0,0,141,123,77,13,87,102,115,28,84,108,70,5,0,10,3,0,112,196,181,199,146,53,6,0,rhino
0,0,0,0,0,0,0,0,198,143,142,31,0,0,0,0,0,0,0,0,0,0,0,0,197,255,161,81,6,10,3,0,0,0,0,0,0,0,0,0,46,96,109,90,1,17,28,18,1,0,3,7,5,2,2,7,11,2,5,16,28,52,60,44,rhino
0,0,0,0,0,0,0,0,3,0,9,8,2,0,0,0,0,0,0,0,0,0,0,0,159,222,188,123,14,20,26,15,3,4,3,5,72,58,0,0,152,143,61,28,38,27,8,3,75,43,2,2,157,109,7,0,20,227,88,16,0,0,0,0,rhino
0,0,0,0,0,0,0,0,82,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,137,158,47,0,0,0,0,0,15,101,0,0,0,0,0,55,117,163,17,37,34,28,11,5,19,43,9,0,0,5,0,0,11,7,23,9,100,26,0,rhino
0,0,0,0,0,0,0,0,6,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,132,244,255,175,0,0,0,0,0,0,11,77,84,96,26,5,115,191,154,112,0,0,0,12,0,3,40,71,120,176,114,58,0,0,3,3,5,18,60,23,rhino
0,0,0,0,0,0,0,0,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,255,255,55,0,0,0,0,0,0,0,0,62,73,7,0,51,130,96,33,0,0,8,19,0,0,0,0,51,67,21,0,0,0,0,0,0,39,38,0,rhino
0,0,0,0,0,0,0,0,0,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,74,133,164,7,94,103,36,0,3,30,0,0,0,0,0,0,32,85,193,3,66,56,24,0,61,103,30,0,11,23,10,0,49,90,120,111,74,48,0,0,rhino
0,0,0,0,0,0,0,0,0,0,48,58,132,115,0,0,0,0,0,0,0,0,0,0,31,81,106,70,163,255,231,38,4,26,51,9,0,0,7,14,46,79,94,56,131,133,70,25,85,131,80,29,21,59,63,41,64,135,123,92,68,21,29,33,rhino
0,0,0,0,0,0,0,0,99,180,30,16,0,0,0,0,0,0,0,0,0,0,0,0,206,255,232,56,0,0,0,0,0,0,0,0,0,3,0,0,140,147,21,0,47,9,0,0,9,8,0,0,11,20,3,0,0,139,62,3,0,0,0,0,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,174,3,0,0,0,0,0,0,30,58,0,0,0,0,0,131,136,9,0,7,0,1,0,48,64,42,0,11,24,3,0,255,237,130,83,29,0,0,0,rhino
7,0,0,0,0,0,0,0,150,168,0,28,0,0,0,0,0,0,0,0,0,0,35,0,84,119,30,11,0,0,0,0,110,0,0,0,255,112,5,0,11,0,0,0,0,0,0,0,6,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,rhino
0,0,0,0,0,0,0,0,171,255,0,4,0,0,0,0,0,0,0,0,0,0,0,0,169,119,83,166,26,0,0,0,4,0,0,3,8,6,3,0,154,50,5,5,91,0,0,0,20,3,3,6,45,1,7,3,158,44,3,0,0,3,0,3,rhino
0,0,0,0,0,0,0,0,0,0,135,119,12,3,0,0,0,0,0,0,0,0,0,0,48,255,255,0,10,37,35,0,0,0,0,5,0,0,0,0,23,130,83,3,9,69,125,70,0,47,97,104,0,1,0,0,0,8,36,71,91,51,44,31,rhino
0,0,0,0,0,0,0,0,38,151,11,203,0,0,0,0,0,0,0,0,0,0,0,0,24,115,165,238,0,0,0,0,0,6,0,0,0,31,39,28,3,59,38,21,0,6,0,0,0,25,0,0,3,50,21,14,0,0,54,18,0,0,0,0,rhino
0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,51,21,54,0,0,0,0,0,0,0,20,37,44,54,141,232,220,103,155,202,159,0,0,0,0,0,12,46,70,33,82,134,162,41,37,36,61,0,0,0,3,8,0,0,0,0,15,34,70,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,41,124,120,28,0,0,0,0,64,9,113,105,83,89,10,0,40,99,39,0,0,0,0,0,109,89,79,72,183,200,19,7,40,48,63,44,5,0,7,4,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,rhino
0,0,0,0,0,0,0,0,46,103,18,34,30,65,0,0,0,0,0,0,0,0,0,0,90,188,255,196,32,98,222,203,0,0,0,0,6,4,0,0,90,69,68,66,47,23,80,130,20,3,3,7,45,27,0,0,92,48,21,3,9,9,7,9,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,98,99,0,0,0,0,9,158,156,30,29,104,125,68,61,132,159,115,0,0,0,0,54,167,134,15,111,255,255,133,2,68,114,71,50,23,9,8,rhino
32,4,0,0,0,0,0,0,127,178,43,39,0,0,0,0,0,0,0,0,0,0,0,0,255,255,175,34,10,30,16,0,0,0,0,0,0,0,0,0,188,109,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,233,0,0,3,6,0,0,41,32,2,0,0,0,0,0,79,153,38,0,91,127,21,0,88,96,22,0,5,5,0,0,76,142,195,182,131,34,0,0,rhino
0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,198,239,0,0,0,0,0,8,98,32,0,3,2,0,0,98,126,82,0,3,0,0,0,52,131,33,0,119,88,16,0,46,59,31,26,22,3,0,0,rhino
0,0,0,0,0,0,0,0,61,152,215,220,0,0,0,0,0,0,0,0,0,0,0,0,146,255,255,190,7,10,13,0,0,0,0,0,0,0,4,0,79,85,53,13,37,43,10,0,4,13,0,0,0,5,5,0,9,20,31,15,0,3,0,0,rhino
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,81,59,3,0,0,0,0,0,0,0,0,0,0,0,0,142,199,102,0,3,3,0,0,25,0,0,0,5,0,0,0,255,89,36,21,3,0,0,0,rhino
0,48,23,0,0,0,0,0,0,0,83,26,81,16,0,0,0,0,0,0,0,0,0,0,148,176,69,52,112,119,48,11,14,30,9,0,4,7,12,12,178,205,148,127,155,172,88,31,83,126,95,47,73,87,114,116,119,133,125,128,104,66,55,104,rhino
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,143,147,5,0,0,0,0,0,0,8,55,65,2,12,48,58,255,255,207,89,2,0,0,0,9,17,68,50,21,52,113,85,145,153,144,36,45,6,5,0,6,30,11,22,89,100,27,5,rhino
0,77,0,0,0,0,0,0,51,76,170,243,54,12,0,0,0,0,0,0,0,0,0,0,173,161,131,75,153,102,41,6,38,12,6,0,13,5,0,0,230,114,63,28,181,63,19,7,100,23,12,6,61,31,3,0,225,144,69,28,15,2,0,11,rhino
30,0,0,0,0,0,0,0,255,255,205,34,0,0,0,0,0,0,0,3,0,0,0,0,161,136,82,80,0,0,0,0,0,0,4,10,0,0,0,7,37,10,11,24,2,0,0,0,1,0,3,2,1,5,13,10,20,5,0,1,0,0,2,6,rhino
